DataSetId,GroupNumber,LowerValue,MeasureCode,PeerGroupCode,PeerGroupName,PeerGroupTypeCode,PeerGroupTypeName,ProxyReportingUnitCode,ProxyReportingUnitName,ProxyReportingUnitTypeCode,ProxyReportingUnitTypeName,ReportedMeasureCode,ReportingUnitCode,ReportingUnitName,ReportingUnitTypeCode,ReportingUnitTypeName,UpperValue,Value,Caveats,Suppressions
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0067,Mona Vale Hospital,H,Hospital,,31501.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0068,Royal North Shore Hospital,H,Hospital,,65594.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0070,Ryde Hospital,H,Hospital,,25759.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0071,Gosford Hospital,H,Hospital,,57967.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0074,Wyong Hospital,H,Hospital,,58974.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0075,Armidale Hospital,H,Hospital,,15370.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0076,Barraba Multi Purpose Service,H,Hospital,,2884.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0077,Bingara Multi Purpose Service,H,Hospital,,1115.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0078,Boggabri Multi Purpose Service,H,Hospital,,792.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0079,Glen Innes Hospital,H,Hospital,,3886.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0080,Gunnedah Hospital,H,Hospital,,8719.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0081,Guyra Multi Purpose Service,H,Hospital,,1962.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0082,Inverell Hospital,H,Hospital,,11121.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0083,Manilla Hospital,H,Hospital,,2890.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0084,Moree Hospital,H,Hospital,,8332.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0085,Narrabri Hospital,H,Hospital,,5516.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0086,Tenterfield Hospital,H,Hospital,,1563.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0087,Quirindi Hospital,H,Hospital,,3945.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0088,Tamworth Hospital,H,Hospital,,40819.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0089,Tingha Multi Purpose Service,H,Hospital,,245.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0090,Vegetable Creek Multi Purpose Service Emmaville,H,Hospital,,558.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0091,Walcha Multi Purpose Service,H,Hospital,,1940.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0092,Warialda Multi Purpose Service,H,Hospital,,1556.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0093,Wee Waa Hospital,H,Hospital,,1927.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0094,Werris Creek Hospital,H,Hospital,,361.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0095,Bulahdelah Hospital,H,Hospital,,3768.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0096,Gloucester Soldiers' Memorial Hospital,H,Hospital,,2491.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0097,Manning Hospital,H,Hospital,,25783.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0099,Cessnock Hospital,H,Hospital,,17475.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0100,Dungog Hospital,H,Hospital,,2774.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0101,Kurri Kurri Hospital,H,Hospital,,7006.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0102,Maitland Hospital,H,Hospital,,44904.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0103,Merriwa Multi Purpose Service,H,Hospital,,1037.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0104,Muswellbrook Hospital,H,Hospital,,7659.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0105,Denman Multi Purpose Service,H,Hospital,,626.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0106,Calvary Mater Newcastle,H,Hospital,,33309.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0107,Belmont Hospital,H,Hospital,,24985.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0108,"Scott Memorial Hospital, Scone",H,Hospital,,4741.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0109,Singleton Hospital,H,Hospital,,12072.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0110,"Wilson Memorial Community Hospital, Murrurundi",H,Hospital,,773.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0111,Tomaree Community Hospital,H,Hospital,,11521.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0112,John Hunter Hospital,H,Hospital,,69692.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0113,Ballina District Hospital,H,Hospital,,15556.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0114,Byron Bay Hospital,H,Hospital,,10571.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0116,Casino and District Memorial Hospital,H,Hospital,,13897.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0118,Grafton Base Hospital,H,Hospital,,22643.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0120,Lismore Base Hospital,H,Hospital,,29569.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0122,Maclean District Hospital,H,Hospital,,11113.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0123,Mullumbimby Hospital,H,Hospital,,7695.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0124,Murwillumbah District Hospital,H,Hospital,,16307.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0125,The Tweed Hospital,H,Hospital,,42647.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0129,Coffs Harbour Hospital,H,Hospital,,34630.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0131,Kempsey District Hospital,H,Hospital,,21536.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0134,Port Macquarie Base Hospital,H,Hospital,,29542.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0135,Batemans Bay Hospital,H,Hospital,,16029.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0136,South East Regional Hospital,H,Hospital,,11453.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0142,Goulburn Base Hospital,H,Hospital,,17582.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0143,Moruya Hospital,H,Hospital,,10698.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0169,Griffith Base Hospital,H,Hospital,,18682.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0180,Wagga Wagga Hospital,H,Hospital,,34956.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0191,Dubbo Hospital,H,Hospital,,28072.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0204,Bathurst Base Hospital,H,Hospital,,23892.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0214,Orange Health Service,H,Hospital,,27174.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0223,Broken Hill Hospital,H,Hospital,,23271.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0233,Western District Health Service [Hamilton],H,Hospital,,6841.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0238,University Hospital Geelong,H,Hospital,,62737.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0241,South West Healthcare [Warrnambool],H,Hospital,,24609.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0255,Ballarat Health Services [Base Hospital],H,Hospital,,53320.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0257,Wimmera Base Hospital [Horsham],H,Hospital,,13888.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0272,The Bendigo Hospital,H,Hospital,,46986.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0280,Swan Hill District Health [Swan Hill],H,Hospital,,13447.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0284,Echuca Regional Health,H,Hospital,,17743.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0286,Mildura Base Hospital,H,Hospital,,27849.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0298,Goulburn Valley Health [Shepparton],H,Hospital,,33267.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0300,Northeast Health Wangaratta,H,Hospital,,20754.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0302,Albury Wodonga Health [Wodonga Campus],H,Hospital,,27806.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0318,Bairnsdale Regional Health Service,H,Hospital,,18391.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0319,West Gippsland Healthcare Group [Warragul],H,Hospital,,20072.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0323,Central Gippsland Health Service [Sale],H,Hospital,,17143.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0326,Latrobe Regional Hospital [Traralgon],H,Hospital,,31052.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0330,Box Hill Hospital,H,Hospital,,47800.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0331,Monash Medical Centre [Clayton],H,Hospital,,72446.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0332,Maroondah Hospital [East Ringwood],H,Hospital,,53937.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0333,Angliss Hospital,H,Hospital,,41054.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0343,Rosebud Hospital,H,Hospital,,21159.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0344,Sandringham Hospital,H,Hospital,,33375.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0348,Dandenong Hospital,H,Hospital,,58245.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0350,Frankston Hospital,H,Hospital,,58105.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0353,Casey Hospital,H,Hospital,,49677.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0358,The Alfred,H,Hospital,,58825.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0359,Austin Hospital [Heidelberg],H,Hospital,,71385.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0362,Mercy Hospital for Women,H,Hospital,,15798.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0363,Western Hospital [Footscray],H,Hospital,,36456.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0364,Royal Children's Hospital [Parkville],H,Hospital,,69976.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0366,Royal Women's Hospital [Parkville],H,Hospital,,26862.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0367,The Royal Victorian Eye & Ear Hospital,H,Hospital,,39767.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0368,The Northern Hospital [Epping],H,Hospital,,68259.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0369,Werribee Mercy Hospital,H,Hospital,,34770.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0371,Royal Melbourne Hospital [City Campus],H,Hospital,,61136.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0373,Sunshine Hospital,H,Hospital,,66489.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0374,St Vincent's Hospital [Melbourne],H,Hospital,,41255.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0375,Williamstown Hospital,H,Hospital,,19853.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0382,Albury Wodonga Health [Albury Campus],H,Hospital,,32195.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0385,Mater Adult Hospital,H,Hospital,,37256.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0386,Mater Children's Hospital,H,Hospital,,45604.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0388,The Prince Charles Hospital,H,Hospital,,60825.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0389,Royal Children's Hospital [Queensland],H,Hospital,,24677.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0390,Princess Alexandra Hospital,H,Hospital,,58479.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0391,Ipswich Hospital,H,Hospital,,50493.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0392,Redcliffe Hospital,H,Hospital,,56741.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0394,Queen Elizabeth II Jubilee Hospital,H,Hospital,,37654.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0397,Redland Hospital,H,Hospital,,53086.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0398,Logan Hospital,H,Hospital,,72170.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0399,Caboolture Hospital,H,Hospital,,47686.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0402,Caloundra Hospital,H,Hospital,,26563.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0408,Nambour General Hospital,H,Hospital,,45919.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0409,Gold Coast University Hospital,H,Hospital,,69113.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0411,Bundaberg Base Hospital,H,Hospital,,48268.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0417,Gympie Hospital,H,Hospital,,31069.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0418,Hervey Bay Hospital,H,Hospital,,37535.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0420,Maryborough Hospital,H,Hospital,,23333.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0439,Toowoomba Hospital,H,Hospital,,45435.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0457,Gladstone Hospital,H,Hospital,,28613.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0460,Rockhampton Hospital,H,Hospital,,49031.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0477,Mackay Base Hospital,H,Hospital,,47315.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0489,Townsville University Hospital,H,Hospital,,72295.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0490,Royal Brisbane & Women's Hospital,H,Hospital,,71373.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0494,Cairns Hospital,H,Hospital,,58465.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0519,Mount Isa Base Hospital,H,Hospital,,33181.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0539,The Queen Elizabeth Hospital,H,Hospital,,43862.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0540,Royal Adelaide Hospital,H,Hospital,,71948.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0541,Lyell McEwin Hospital,H,Hospital,,62619.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0542,Modbury Hospital,H,Hospital,,35740.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0545,Women's and Children's Hospital,H,Hospital,,45355.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0553,Port Lincoln Health Service,H,Hospital,,7864.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0576,Port Pirie Regional Health Service,H,Hospital,,11786.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0583,Port Augusta Hospital and Regional Health Services,H,Hospital,,10395.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0587,Whyalla Hospital and Health Services,H,Hospital,,11698.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0589,Riverland General Hospital,H,Hospital,,8072.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0596,Mount Gambier and Districts Health Service,H,Hospital,,15704.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0600,Flinders Medical Centre,H,Hospital,,70902.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0602,Noarlunga Hospital,H,Hospital,,45052.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0603,Gawler Health Service,H,Hospital,,14223.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0619,Princess Margaret Hospital for Children,H,Hospital,,68747.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0620,King Edward Memorial Hospital,H,Hospital,,14042.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0621,Sir Charles Gairdner Hospital,H,Hospital,,63638.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0625,Swan District Hospital,H,Hospital,,44174.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0628,Joondalup Health Campus (Public),H,Hospital,,86932.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0632,Royal Perth Hospital Wellington Street Campus,H,Hospital,,78089.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0633,Fremantle Hospital and Health Service,H,Hospital,,57019.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0635,Armadale-Kelmscott Memorial Hospital,H,Hospital,,61685.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0637,Rockingham General Hospital,H,Hospital,,50261.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0639,Peel Health Campus,H,Hospital,,43908.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0644,Broome Hospital,H,Hospital,,21232.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0648,Hedland Health Campus,H,Hospital,,21379.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0654,Nickol Bay Hospital,H,Hospital,,21663.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0657,Geraldton Hospital,H,Hospital,,28660.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0690,Kalgoorlie Health Campus,H,Hospital,,32013.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0694,Albany Hospital,H,Hospital,,25183.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0702,Bunbury Hospital,H,Hospital,,35627.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0714,Royal Hobart Hospital,H,Hospital,,50996.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0721,Launceston General Hospital,H,Hospital,,44545.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0731,North West Regional Hospital,H,Hospital,,24200.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0735,Mersey Community Hospital,H,Hospital,,27323.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0737,Royal Darwin Hospital,H,Hospital,,66278.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0738,Alice Springs Hospital,H,Hospital,,41225.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0739,Tennant Creek Hospital,H,Hospital,,13449.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0740,Katherine Hospital,H,Hospital,,16579.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0741,Gove Hospital,H,Hospital,,8001.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,H0744,Robina Hospital,H,Hospital,,56689.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,NAT,National,NAT,National,,6717067.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,NSW,New South Wales,S,State,,2241551.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,Vic,Victoria,S,State,,1528583.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,Qld,Queensland,S,State,,1288868.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,SA,South Australia,S,State,,454899.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,WA,Western Australia,S,State,,754213.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,Tas,Tasmania,S,State,,146991.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,NT,Northern Territory,S,State,,145532.0,,
46,,,MYH0012,,,,,,,,,MYH-RM0023,ACT,Australian Capital Territory,S,State,,118931.0,,
